score,priority,urgencia,horas_restantes,organismo,region,nombre,monto,cliente_previo,organismo_prioritario,oportunidad_estructural,establecimiento_red,matched_high,matched_medium,codigo,fecha_publicacion,fecha_cierre,url
10,ALTA,NORMAL,,,,"ADQUISICIÓN DE IMPLEMENTACION TECNOLOGICA, PARA ALUMNOS ESCUELA RURAL LOMA DE LA PIEDRA. ORD N°41, FONDOS SEP. Orden de Compra generada por invitación a compra ágil: 3927-265-COT26",,False,False,,,SEP,,3927-178-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3927-178-AG26
10,ALTA,NORMAL,,,,"RESMAS DE PAPEL PARA ESCUELA JUAN SEGUEL, FONDOS SEP",,False,False,,,SEP,,3933-62-CM26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3933-62-CM26
10,ALTA,NORMAL,,,,Orden de Compra generada por invitación a compra ágil: 3953-177-COT26 SERVICIO ARTISTICO Y TECNICO DIA DIRIGENTE ,,False,False,,,DIA,,3953-257-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3953-257-AG26
10,ALTA,NORMAL,,,,"Materiales de Librería, Cutemu, SEP",,False,False,,,SEP,,3982-282-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3982-282-SE26
10,ALTA,NORMAL,,,,Material de librería Escuela El Calvario SEP. P714,,False,False,,,SEP,,3982-285-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3982-285-SE26
10,ALTA,NORMAL,,,,"materiales de Librería MUD, ord N°56. SEP ",,False,False,,,SEP,,3982-286-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3982-286-SE26
10,ALTA,NORMAL,,,,"Artículos de oficina, Liceo , SEP. P730",,False,False,,,SEP,,3982-291-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3982-291-SE26
10,ALTA,NORMAL,,,,"Materiales de Librería, Cutemu, SEP. P737",,False,False,,,SEP,,3982-292-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3982-292-SE26
10,ALTA,NORMAL,,,,"Materiales de enseñanza, La Población,SEP. P768",,False,False,,,SEP,,3982-308-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3982-308-SE26
10,ALTA,NORMAL,,,,"COMPRA DE NOTEBOOK LICEO MCU, SEP, 3982-168-COT26",,False,False,,,SEP,,3982-328-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3982-328-AG26
10,ALTA,NORMAL,,,,"SERVICIO DE PRODUCCION DE EVENTO PARA ACTIVIDAD PROYECTO SOCIAL, CULTURAL Y PATRIMONIAL 1° DE AGOSTO DIA DE LA SUERTE CAMIÑA 2026",,False,False,,,DIA,,4019-257-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=4019-257-AG26
10,ALTA,NORMAL,,,,ADQUISICIÓN DE MATERIAL DEPORTIVO PARA ESCUELA F-839 SEGÚN ORD N° 113 - FONDOS SEP 90%,,False,False,,,SEP,,4034-400-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=4034-400-AG26
10,ALTA,NORMAL,,,,"MATERIAL ESCOLAR ESC. F-818, ORD. N° 134, SOL. N° 11 Y 12, FONDOS SEP 90%",,False,False,,,SEP,,4034-404-CM26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=4034-404-CM26
10,ALTA,NORMAL,,,, ADQ. DE MEDALLAS Y TROFEOS (COMUNAL DE CUECA) DEM SG.-Orden de Compra generada por invitación a compra ágil: 4057-586-COT26,,False,False,,,DEM,,4057-551-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=4057-551-AG26
10,ALTA,NORMAL,,,, SERV. DE ALMUERZOS - CENAS - COCTEL - COLACIONES (COMUNAL DE CUECA 2026) DEM SG.-Orden de Compra generada por invitación a compra ágil: 4057-588-COT26,,False,False,,,DEM,,4057-553-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=4057-553-AG26
10,ALTA,NORMAL,,,,ADQ. RADIO TRANSMISORES PROFESIONALES ESC. FRONTERIZA SEP - Orden de Compra generada por invitación a compra ágil: 4057-608-COT26,,False,False,,,SEP,,4057-554-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=4057-554-AG26
10,ALTA,NORMAL,,,,4085-321-COT26 CONTRATACIÓN DE SERVICIO DE BANQUETERIA PARA DÍA DEL DIRIGENTE,,False,False,,,DIA,,4085-498-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=4085-498-AG26
10,ALTA,NORMAL,,,,"MAT ENSEÑANZA Y OTROS, ESC J GALLARDO - SEP",,False,False,,,SEP,,4091-300-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=4091-300-AG26
10,ALTA,NORMAL,,,,"MAT DEPORTIVO, ESC CHUYAQUEN - SEP",,False,False,,,SEP,,4091-302-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=4091-302-AG26
10,ALTA,NORMAL,,,,SERVICIO DE AMPLIFICACION PARA CELEBRACION DIA DEL NIÑO - SDC 406,,False,False,,,DIA,,4174-343-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=4174-343-SE26
10,ALTA,NORMAL,,,,Orden de Compra generada por invitación a compra ágil: 439-288-COT26. POR LA CONTRATACIÓN SERVICIO JUEGOS DE ENTRETENCIÓN INFLABLES PARA EL DÍA DE LA NIÑEZ ESTABLECIMIENTOS.,,False,False,,,DIA,,439-411-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=439-411-AG26
10,ALTA,NORMAL,,,,ADQ. DE ESTUFAS S/C 527 DAEM,,False,False,,,DAEM,,4404-165-CM26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=4404-165-CM26
10,ALTA,NORMAL,,,,servicio de camion limpiafosas escuelas daem san c,,False,False,,,DAEM,,4404-179-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=4404-179-SE26
10,ALTA,NORMAL,,,,ADQ. DE TABLET ESCUELA DE RAMADILLAS S/C 746 DAEM,,False,False,,,DAEM,,4404-180-CM26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=4404-180-CM26
10,ALTA,NORMAL,,,,Adquisicion Juegos de Mesa Escuela Basica Carampangue Fondos PIE. Compra ágil: 4455-143-COT26,,False,False,,,PIE,,4455-447-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=4455-447-AG26
10,ALTA,NORMAL,,,,ADQUISICION MATERIAL DIDACTICO SALA DE RECURSOS ESCUELA BRISAS FONDOS PIE  DESDE 4455-39-LE26,,False,False,,,PIE,,4455-495-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=4455-495-SE26
10,ALTA,NORMAL,,,,MATERIALES PARA PROGRAMA DE INTEGRACION ESCOLAR ESCUELA EL PEUMO SAN NICOLÁS,,False,False,,,programa de integración escolar,,4596-655-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=4596-655-SE26
10,ALTA,NORMAL,,,,"DIARIO TALCA SPA, SERVICIOS DE PUBLICACIÓN DE PROPUESTA PÚBLICA 13/2026, EN DIARIO ESCRITO IMPRESO O DIGITAL, DE CIRCULACIÓN REGIONAL, PARA EL DÍA 03-08-2026, GENERADA POR IN VITACIÓN COMPRA ÁGIL 4605-48-COT26.",,False,False,,,DIA,,4605-85-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=4605-85-AG26
10,ALTA,NORMAL,,,,Notebook y Impresora Escuela Rural Río Amarillo Sep 2026,,False,False,,,SEP,,4939-339-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=4939-339-AG26
10,ALTA,NORMAL,,,,"Colaciones para alumnos que participaran en torneos deportivos Comunales, Escuela Nobeles de Chile, Ley Sep 2026.-",,False,False,,,SEP,,4965-249-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=4965-249-SE26
10,ALTA,NORMAL,,,,"Traslado salidas pedagógicas, Instituto Cardenal Caro, Pro-retención.-",,False,False,,,salidas pedagógicas,,4965-328-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=4965-328-AG26
10,ALTA,NORMAL,,,,S61 ADQ. MATERIAL DE ENSEÑANZA PARA ESC. TROMEN ALTO ORD N°9 SUB PIE,,False,False,,,PIE,,5060-412-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=5060-412-AG26
10,ALTA,NORMAL,,,,S2 ADQ. DE RECURSOS MATERIALES PARA ESC. MOLLULCO SUB. PIE.,,False,False,,,PIE,,5060-545-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=5060-545-AG26
10,ALTA,NORMAL,,,,"COFFEE BREAK ""TRATO, RESOLUCIÓN DE CONFLICTOS Y LEYES DE INCLUSIÓN EN LA ATENCIÓN"" (CURSO PAC 2026).",,False,False,,,resolución de conflictos,,509143-26-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=509143-26-SE26
10,ALTA,NORMAL,,,,"SUMINISTRO DE CONFITERÍA PARA CAFETERIA HOSCAR, SEGUN PEDIDO ADJUNTO DEL MES AGOSTO,  DE LICITACIÓN PÚBLICA DE LOS CENTROS RECREACIONALES Y JARDINES INFANTILES DE LA DIRECCIÓN DE BIENESTAR DE CARABINEROS POR 24 MESES DESDE 539119-33-LP26",,False,False,,,jardines infantiles,,539119-2450-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=539119-2450-SE26
10,ALTA,NORMAL,,,,COMPRA DE COLACIONES (50) DIA DE LAS INFANCIAS ,,False,False,,,DIA,,5455-91-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=5455-91-AG26
10,ALTA,NORMAL,,,,conservacion sala pie escuela ecuador antofagasta (aumento de plazo y recursos),,False,False,,,PIE,,559511-217-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=559511-217-SE26
10,ALTA,NORMAL,,,,"COFFE CONGRESO EDUCATIVO CON LA PARTICIPACION DE DOCENTES, ESTUDIANTES, ASISTENTES DE LA EDUCACION, DIA 29 DE JULIO ESCUELA MEXICO VALDIVIA ",,False,False,,,DIA,,5742-66-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=5742-66-SE26
10,ALTA,NORMAL,,,,Conmemoración Día del Campesino 2026,,False,False,,,DIA,,591376-66-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=591376-66-AG26
10,ALTA,NORMAL,,,,ORDEN DE COMPRA DESDE 707424-8-LE26 - SERVICIO CONTROL DE PLAGAS JARDINES INFANTILES 2026,,False,False,,,jardines infantiles,,707424-27-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=707424-27-SE26
10,ALTA,NORMAL,,,,Pellet calefacción Jardines Infantiles - SC 60355,,False,False,,,jardines infantiles,,854-56-CM26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=854-56-CM26
10,ALTA,NORMAL,,,,SC 3288 Adquisición de lanyard para actividad del Día del Dirigente Social,,False,False,,,DIA,,876-166-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=876-166-AG26
10,ALTA,NORMAL,,,,(TEA) IMPLEMENTOS PSICOLOGICOS Orden de Compra generada por invitación a compra ágil: 937232-206-COT26,,False,False,,,TEA,,937232-530-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=937232-530-AG26
10,ALTA,NORMAL,,,,Materiales e insumos para la elaboración de recursos de adaptación curricular y apoyo pedagógico PIE de la escuela F-115.,,False,False,,,PIE,,960858-15-CM26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=960858-15-CM26
10,MEDIA,NORMAL,,SERVICIO LOCAL DE EDUCACION DE CHINCHORRO,Región de Arica y Parinacota,"“ADQUISICIÓN DE EQUIPAMIENTO RECREATIVO PARA EL LICEO BICENTENARIO JOVINA NARANJO FERNÁNDEZ, SLEP CHINCHORRO”.",3029920.0,False,False,,,,SLEP · servicio local de educación,1110404-134-L126,2026-08-04T09:47:23.037,2026-08-12T10:00:00,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1110404-134-L126
10,MEDIA,NORMAL,,SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI,Región de los Lagos,Capacitación para profesionales,57900000.0,False,False,,,,capacitación,1208107-2-LE26,2026-07-31T16:53:17.157,2026-08-14T15:00:00,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1208107-2-LE26
10,MEDIA,NORMAL,,SERVICIO LOCAL DE EDUCACIÓN PÚBLICA DE COSTA CENTRAL,Región de Valparaíso,MANTENCIÓN COCINAS DE EE DE SLEP  COSTA CENTRAL,,False,False,,,,SLEP · servicio local de educación,1305525-33-LP26,2026-07-23T11:54:48.927,2026-08-12T10:00:00,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1305525-33-LP26
8,MEDIA,NORMAL,,Instituto Nacional del Cancer,Región Metropolitana de Santiago,CONTRATACIÓN DE SERVICIOS DE CAPACITACIÓN 2,,False,False,,,,capacitación,359-90-LE26,2026-07-30T16:07:05.383,2026-08-10T16:00:00,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=359-90-LE26
8,MEDIA,NORMAL,,,,"SERVICIOS DE CAPACITACION OTEC, FORTALECIMIENTO DE COMPETENCIAS PARA EL CUIDADO INTEGRAL DOMICILIARIO DE PERSONAS EN SITUACION DE DEPENDENCIA FUNCIONAL.SOLICITADO POR EL PROGRAMA RED LOCAL DE APOYOS Y CUIDADOS . Orden de Compra generada por invitación a c",,False,False,,,,capacitación,1437-304-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1437-304-AG26
8,MEDIA,NORMAL,,,,CONTRATACION SERVICIOS DE CAPACITACION PRESENCIAL,,False,False,,,,capacitación,1575-72-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1575-72-SE26
8,MEDIA,NORMAL,,INSTITUTO DE SEGURIDAD LABORAL,Región Metropolitana de Santiago,SERV CAPACITACIÓN NACIONAL PARA BENEFICIARIOS ISL,,False,False,,,,capacitación,1415858-10-LR26,2026-07-24T15:15:51.66,2026-08-27T15:00:00,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1415858-10-LR26
8,MEDIA,NORMAL,,INSTITUTO DE SEGURIDAD LABORAL,Región Metropolitana de Santiago,SERV CAPACITACIÓN A FUNCIONARIOS ISL,4050000.0,False,False,,,,capacitación,1415863-1-L126,2026-07-31T15:58:31.267,2026-08-14T15:00:00,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1415863-1-L126
5,MEDIA,NORMAL,,Corporación de Desarrollo de La Reina,Región Metropolitana de Santiago,PLAN DE CAPACITACIÓN RED DE SALUD PAC,,False,False,,,,capacitación,1221016-28-LE26,2026-07-23T11:16:00,2026-08-04T18:00:00,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1221016-28-LE26
5,MEDIA,NORMAL,,SUBSECRETARIA DE SALUD PUBLICA,Región de Coquimbo,JORNADAS DE CAPACITACION EN SALUD OCUPACIONAL SRMS4,12700000.0,False,False,,,,capacitación,1657-13-LE26,2026-07-24T16:22:08.777,2026-08-05T16:00:00,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1657-13-LE26
5,MEDIA,NORMAL,,SUBSECRETARÍA DE LAS CULTURAS Y LAS ARTES,Región Metropolitana de Santiago,SERVICIO DE PRODUCCION INTEGRAL PARA JORNADA REGIONAL DE CAPACITACION PLANES DE GESTIÓN DE SITIOS DE MEMORIA 2026.   ,6600000.0,False,False,,,,capacitación,4880-35-L126,2026-07-30T14:45:07.627,2026-08-04T19:28:00,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=4880-35-L126
5,MEDIA,NORMAL,,I.MUNICIPALIDAD DE ROMERAL,Región del Maule,CURSOS DE CAPACITACIÓN AÑO 2026,5416000.0,False,False,,,,capacitación,4476-19-L126,2026-07-31T15:51:22.973,2026-08-06T15:01:00,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=4476-19-L126
5,MEDIA,NORMAL,,I MUNICIPALIDAD DE CODEGUA,Región del Libertador General Bernardo O´Higgins,Contratación de Servicio de Capacitación para el Personal Docente Técnico Directivo y Asistente de la Educación de los Establecimientos Educacionales de la Comuna de Codegua.,11400000.0,False,False,,,,capacitación,4737-4-LE26,2026-07-28T14:23:56.14,2026-08-06T09:30:00,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=4737-4-LE26
5,MEDIA,NORMAL,,SERVICIO DE VIVIENDA Y URBANIZACION V REGION,Región de Valparaíso,SERVICIO PLAN ANUAL DE CAPACITACIÓN,,False,False,,,,capacitación,643-19-LE26,2026-07-24T10:26:36.013,2026-08-06T10:00:00,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=643-19-LE26
5,MEDIA,NORMAL,,SERVICIO NACIONAL PARA LA PREVENCION Y REHABILITACION DEL CONSUMO DE D,Región Metropolitana de Santiago,Diseño de 7 cursos de formación Academia SENDA,34995041.0,False,False,,,,formación,745463-2-LE26,2026-07-15T16:57:07.677,2026-08-06T17:00:00,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=745463-2-LE26
5,MEDIA,NORMAL,,SERVICIO NACIONAL DE PROTECCIÓN ESPECIALIZADA A LA NIÑEZ Y ADOLESCENCI,Región del Ñuble,001-030 Capacitación Psicosociojurídico,22000000.0,False,False,,,,capacitación,1208103-5-LE26,2026-07-28T18:22:09.147,2026-08-11T17:00:00,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1208103-5-LE26
5,MEDIA,NORMAL,,SERVICIO LOCAL DE EDUCACIÓN PÚBLICA LOS LIBERTADORES,Región Metropolitana de Santiago,CONSERVACIÓN LICEO ALMIRANTE RIVEROS DEL SERVICIO LOCAL DE EDUCACIÓN PÚBLICA DE LOS LIBERTADORES,205604800.0,False,False,,,,servicio local de educación,1436733-21-LP26,2026-07-21T21:40:31.26,2026-08-10T15:00:00,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1436733-21-LP26
5,MEDIA,NORMAL,,I MUNICIPALIDAD DE VINA DEL MAR,Región de Valparaíso,SERVICIO DE CAPACITACION - QUIERO MI BARRIO - BARRIO OLIVAR NORTE - 58 - 1846 - N.F.,,False,False,,,,capacitación,2424-66-CO26,2026-07-29T09:05:05.617,2026-08-10T17:00:00,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2424-66-CO26
5,MEDIA,NORMAL,,I MUNICIPALIDAD LO BARNECHEA,Región Metropolitana de Santiago,CURSO CAPACITACIÓN ESPECIALIDADES DE ESTÉTICA,,False,False,,,,capacitación,2735-103-LE26,2026-07-27T09:37:03.363,2026-08-11T11:00:00,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2735-103-LE26
5,MEDIA,NORMAL,,I MUNICIPALIDAD DE EL QUISCO,Región de Valparaíso,SERVICIO DE CURSOS DE CAPACITACIÓN EN OFICIOS,,False,False,,,,capacitación,3693-146-LE26,2026-07-31T13:22:32.867,2026-08-10T15:00:00,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3693-146-LE26
5,MEDIA,NORMAL,,SUBSECRETARÍA DE LAS CULTURAS Y LAS ARTES,Región Metropolitana de Santiago,SS Tecn.Prof. Diplomado en Operación Técnica y Producción Escénica Espacios Culturales,50000000.0,False,False,,,,diplomado,4891-33-LE26,2026-07-30T12:25:00,2026-08-10T15:01:00,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=4891-33-LE26
5,MEDIA,NORMAL,,SUBSECRETARIA DEL TRABAJO,Región Metropolitana de Santiago,SERVICIO DE ESTRATEGIA DE FORMACIÓN SINDICAL 2026,442256000.0,False,False,,,,formación,630-19-LR26,2026-07-07T09:25:00,2026-08-10T15:01:00,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=630-19-LR26
5,MEDIA,NORMAL,,CORP NACIONAL FORESTAL,Región Metropolitana de Santiago,CURSO DE CAPACITACIÓN EN PUEBLOS INDÍGENAS,7000000.0,False,False,,,,capacitación,633-43-L126,2026-08-03T17:59:09.61,2026-08-10T19:00:00,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=633-43-L126
5,MEDIA,NORMAL,,FUNDACION EDUCACIONAL PARA EL DESAROLLO INTEGRAL DE LA NIÑEZ,Región Aysén del General Carlos Ibáñez del Campo,"Adquisición de pellet de madera para calefacción en bolsa de 15 kg para establecimientos de Fundación Integra, Región de Aysén.",6600000.0,False,False,,,,Integra,707426-27-L126,2026-07-31T15:04:46.157,2026-08-11T14:00:00,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=707426-27-L126
5,MEDIA,NORMAL,,CORP NACIONAL DE DESARROLLO INDIGENA,Región de Magallanes y de la Antártica,Escuela de formación en artesanía indígena para la transmisión de cultura indígena en la Región de Magallanes año 2026,,False,False,,,,formación,808-3-LE26,2026-07-30T09:02:15.673,2026-08-10T15:00:00,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=808-3-LE26
5,MEDIA,NORMAL,,JUNTA NACIONAL DE JARDINES         INFANTILES,Región Aysén del General Carlos Ibáñez del Campo,MANTENCIÓN DE OFICINAS DR - JUNJI XI,20000000.0,False,False,,,,JUNJI,854-26-LE26,2026-07-30T08:44:20.873,2026-08-10T18:00:00,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=854-26-LE26
5,MEDIA,NORMAL,,SECRETARIA GENERAL DE GOBIERNO,Región Metropolitana de Santiago,INSUMOS DE CAPACITACIÓN,12000000.0,False,False,,,,capacitación,876-12-LE26,2026-07-31T14:47:23.913,2026-08-10T15:00:00,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=876-12-LE26
5,MEDIA,NORMAL,,SERVICIO NACIONAL DE TURISMO,Región de Atacama,CAPACITACIÓN EN PRIMEROS AUXILIOS - WAFA,,False,False,,,,capacitación,1331-5-LE26,2026-07-31T15:36:13.903,2026-08-17T15:00:00,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1331-5-LE26
5,MEDIA,NORMAL,,Corporación Municipal de Desarrollo Social de Colina,Región Metropolitana de Santiago,PROGRAMAS DE CAPACITACIÓN COLINA CRECE 2026,,False,False,,,,capacitación,1426037-18-LE26,2026-07-31T13:31:00,2026-08-14T15:00:00,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1426037-18-LE26
5,MEDIA,NORMAL,,CORP DE DESARROLLO SOCIAL DE PROVIDENCIA,Región Metropolitana de Santiago,CURSOS DE CAPACITACIÓN 2026,,False,False,,,,capacitación,552975-57-LP26,2026-07-24T15:52:45.163,2026-08-13T15:00:00,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=552975-57-LP26
5,MEDIA,NORMAL,,,,1057506-34-LE25 Actividad capacitación,,False,False,,,,capacitación,1057506-4378-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1057506-4378-SE26
5,MEDIA,NORMAL,,,,1057506-33-LE25 Actividad capacitación,,False,False,,,,capacitación,1057506-4379-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1057506-4379-SE26
5,MEDIA,NORMAL,,,,CAPACITACION SEGUNDO SEMESTRE,,False,False,,,,capacitación,1057511-945-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1057511-945-SE26
5,MEDIA,NORMAL,,,,CAPACITACION SEGUNDO SEMESTRE,,False,False,,,,capacitación,1057511-946-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1057511-946-SE26
5,MEDIA,NORMAL,,,,Kuchen para capacitacion,,False,False,,,,capacitación,1057534-1002-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1057534-1002-AG26
5,MEDIA,NORMAL,,,,"JSA, SOL. EXTRA N°395 SERVICIO DE CAPACITACION PAC 2026 - PROVENIENTE DE COMPRA AGIL ID 1057541-230-COT26 ",,False,False,,,,capacitación,1057541-416-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1057541-416-AG26
5,MEDIA,NORMAL,,,,CAPACITACION HERRAMIENTAS DE AUTOCUIDADO Y BIENESTAR LABORAL: 1062448-220-COT26,,False,False,,,,capacitación,1062448-1780-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1062448-1780-AG26
5,MEDIA,NORMAL,,,,Coffe Actividad Magíster en Trabajo Social Clínico,,False,False,,,,magíster,1075718-36-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1075718-36-SE26
